ad_type,impressions,spend_usd,geo_targeting_included
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,1M-10M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,1M-10M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Image,100k-1M,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
Text,<=10k,1k-50k,Florida
Video,10k-100k,1k-50k,Florida
Text,10k-100k,1k-50k,Florida
Video,100k-1M,1k-50k,Florida
